ags,kurz_name,wald_19_qm,sied_verk_19_qm,landwirt_19_qm,verkehr_19_qm,sied_verk_qm_ew_19
"09187134","Griesstätt",29.2,8.3,53.2,3.1,836
"09187137","Großkarolinenfeld",23,12.6,62.4,3.5,495
"09187142","Schechen",20.8,12.7,61.1,4.8,801
"09187148","Kiefersfelden",55.8,9.6,26,3.5,518
"09187150","Kolbermoor, St",28.7,28.7,32.5,5.6,307
"09187154","Neubeuern, M",32.2,14,47.2,3.9,497
"09187156","Nußdorf a.Inn",58.7,6.8,26.5,2.8,733
"09187157","Oberaudorf",49.6,6.8,34.8,2.9,767
"09187162","Prien a.Chiemsee, M",23.1,24.7,48.5,5.3,473
"09187163","Prutting",27.6,11.6,54.5,3.8,655
"09187165","Raubling",35.8,15.4,30.2,5.6,594
"09187167","Riedering",32.1,11,53.9,3.1,750
"09187168","Rimsting",25.4,12.8,49.1,3.7,645
"09187169","Rohrdorf",34.4,15.7,42.1,5.8,767
"09187172","Samerberg",41.3,6.1,50.6,2.2,734
"09187174","Söchtenau",28.4,9.6,56.8,3.5,922
"09187176","Soyen",23,11,59.8,4.1,1115
"09187177","Stephanskirchen",21.7,19.3,34.7,4.8,483
"09187179","Tuntenhausen",28.8,9.8,59.7,3,933
"09187181","Vogtareuth",30.8,8.2,49.1,3.3,922
"09187182","Wasserburg a.Inn, St",23.2,28.4,35.7,7.3,417
"09187121","Breitbrunn a.Chiemsee",18.3,16.3,59.1,3.3,824
"09187123","Chiemsee",57.7,15.7,21.2,2.6,1988
"09187138","Gstadt a.Chiemsee",39.5,12.1,45.4,3.2,1078
"09187139","Halfing",33.9,9.2,53,2.9,749
"09187145","Höslwang",27.6,11.3,58.9,2.6,1437
"09187173","Schonstett",32.7,8.4,54.6,2.7,834
"09187164","Ramerberg",19,14.3,61.9,5.1,847
"09187170","Rott a.Inn",19.9,13.5,62.1,4.4,643
"09187159","Pfaffing",23.7,11.2,61.7,3,940
"09187186","Albaching",17.8,8.8,71.6,3.2,906
"09187451","Rotter Forst-Nord",94.3,1.7,0,1.6,0
"09187452","Rotter Forst-Süd",96.9,2.8,0,2.8,0
"09188113","Berg",44.9,15.6,35.4,4,690
"09188117","Andechs",38.8,7.4,49.8,2.7,788
"09188118","Feldafing",31.5,35.2,27.5,6.6,759
"09188120","Gauting",54.5,15.2,27.1,4.9,406
"09188121","Gilching",31,20.1,44,6.5,331
"09188124","Herrsching a.Ammersee",43.7,22.5,25.3,5,440
"09188126","Inning a.Ammersee",36.6,14.7,33.6,4.4,745
"09188127","Krailling",58,19.2,19.4,5.5,390
"09188132","Seefeld",36.1,12.8,41,3.9,589
"09188137","Pöcking",30.8,17.7,42.5,4.8,664
"09188139","Starnberg, St",42.9,19.8,30.5,5.3,522
"09188141","Tutzing",40.7,15.5,37.9,4.2,555
"09188144","Weßling",33.8,22.9,38.4,12.5,945
"09188145","Wörthsee",31.6,17.3,35.5,4.6,710
"09188451","Starnberger See",0,0.4,0,0,0
"09189111","Altenmarkt a.d.Alz",26.8,11.2,58.5,3.8,705
"09189114","Chieming",28.4,13.8,54.2,3.2,1043
"09189115","Engelsberg",22.6,7.7,68.5,2.5,1029
"09189118","Fridolfing",18.6,11.5,65,4.2,1158
"09189119","Grabenstätt",24,10.1,57.5,4,870
"09189120","Grassau, M",37.3,11.6,30,3,602
"09189124","Inzell",57.3,7.1,20.5,2.2,672
"09189127","Kirchanschöring",25.9,11.7,60.2,4.1,889
"09189130","Nußdorf",32.8,12.2,50.3,4.2,798
"09189134","Palling",28,6.8,63.8,2.9,1054
"09189135","Petting",33.7,8.6,51.7,3.2,1111
"09189139","Reit im Winkl",77.6,4,12.4,1.7,1206
"09189140","Ruhpolding",67.7,4.2,12.8,1.6,873
"09189141","Schleching",64.9,3.8,21,1.6,929
"09189142","Schnaitsee",24.4,6.8,67.4,2.4,1147
"09189143","Seeon-Seebruck",34.5,9.1,49.5,3.2,975
"09189145","Siegsdorf",50.3,11.2,35.1,4.1,768
"09189148","Surberg",35.7,10.4,51.4,4.4,719
"09189149","Tacherting",19.1,10.4,68.9,3.2,909
"09189152","Tittmoning, St",26.1,9.3,61.4,3.5,1150
"09189154","Traunreut, St",26,19.4,52.7,4.8,417
"09189155","Traunstein, GKSt",39,17.9,37.9,5.2,423
"09189157","Trostberg, St",22.3,13.4,62.3,3.6,610
"09189159","Übersee",22.7,13.9,51.3,5.2,847
"09189160","Unterwössen",69.7,6.4,21.5,2.4,735
"09189113","Bergen",51.8,8.6,30.2,3.2,652
"09189161","Vachendorf",20.4,12.4,64.5,4.6,683
"09189129","Marquartstein",63.2,12.6,20.7,3,517
"09189146","Staudach-Egerndach",55.8,4.6,28.7,1.8,766
"09189126","Kienberg",21.3,7.3,70.6,2.6,1183
"09189133","Obing",21.3,9.4,66.3,3,952
"09189137","Pittenhart",31.1,7.1,59.3,2.8,1089
"09189150","Taching a.See",23.7,8.5,66.1,3,1055
"09189162","Waging a.See, M",27.4,10.8,59,3.4,749
"09189165","Wonneberg",29.1,7.9,60.7,2.9,903
"09189451","Chiemsee (See)",0,0,0,0,0
"09189452","Waginger See",0.2,0,0,0,0
"09190115","Bernried am Starnberger See",46.9,13.7,33.8,4.1,806
"09190130","Hohenpeißenberg",53.9,11.4,30.6,3.3,607
"09190138","Pähl",29.6,10,54.2,3.2,1322
"09190139","Peißenberg, M",23.2,17.2,55.9,4.5,446
"09190140","Peiting, M",38.3,9.4,46.1,3.3,619
"09190141","Penzberg, St",31.5,23.8,26.8,4.9,371
"09190142","Polling",25.1,9.7,60.9,3.7,800
"09190144","Raisting",19.8,8.6,68.6,3.2,812
"09190148","Schongau, St",27.3,27.5,29.7,7.6,475
"09190157","Weilheim i.OB, St",23,16.1,54.5,4.6,395
"09190158","Wessobrunn",36.6,5.5,53.6,2.1,1239
"09190159","Wielenbach",25.7,8.9,60,3.4,918
"09190111","Altenstadt",26.6,13.4,57.8,4.2,755
"09190129","Hohenfurch",33,11.1,49,4.5,818
"09190133","Ingenried",36.4,7.7,55,3.2,1236
"09190149","Schwabbruck",6.4,8.9,79.8,2.4,676
"09190151","Schwabsoien",29.6,6.8,62.6,2.4,824
"09190114","Bernbeuren",20.6,7.1,66.8,2,1218
"09190118","Burggen",21.8,7,68,2.8,1034
"09190113","Antdorf",27.4,7,60,3.2,1186
"09190126","Habach",30.6,8.9,55.2,4.8,930
"09190136","Obersöchering",21.5,6.4,64.1,3.2,1017
"09190153","Sindelsdorf",14.2,8,49.3,4.5,1151
"09190120","Eberfing",40,5.6,50.6,2.5,992
"09190121","Eglfing",29,7.7,59.8,3.4,1141
"09190131","Huglfing",30.2,8,50.9,2.9,678
"09190135","Oberhausen",25.2,9.8,59.8,2.8,694
"09190117","Böbing",42.8,4.6,48.3,1.9,987
"09190145","Rottenbuch",30,6.4,59.2,2.6,1122
"09190132","Iffeldorf",48.8,12.3,17.4,3.8,1263
"09190152","Seeshaupt",39.8,9.2,40.3,3.2,849
"09190143","Prem",17.8,6.5,62.6,2.1,1157
"09190154","Steingaden",27.9,5.4,54.9,2.2,1191
"09190160","Wildsteig",55.2,4.2,35.2,2.4,1530
"09261000","Landshut",17.7,33.8,40,9.2,303
"09262000","Passau",32,32.3,25.6,9.5,425
"09263000","Straubing",0.5,30,56.8,8.3,424
"09271111","Aholming",6.8,10.1,75.9,4.3,1290
"09271113","Auerbach",38.8,9.7,48.2,3.6,1103
"09271116","Bernried",55.3,9.7,31.3,3.1,806
"09271119","Deggendorf, GKSt",32.3,22.2,33.8,7.1,508
"09271122","Grafling",70.1,7.3,19.2,4,1225
"09271125","Hengersberg, M",20.6,15.9,58,6.3,927
"09271127","Iggensbach",35.6,13.8,47.2,7.1,1242
"09271128","Künzing",25.9,10.1,60.8,3.8,1286
"09271132","Metten, M",22.4,20.9,39.5,6.3,592
"09271138","Niederalteich",7.3,13.7,42.5,5.6,772
"09271140","Offenberg",19.9,12.6,60.5,4.5,870
"09271141","Osterhofen, St",9.8,11.3,71.8,4.1,1066
"09271146","Plattling, St",20.6,24.8,40.5,7,684
"09271151","Stephansposching",1,12.7,79.5,5.3,1829
"09271153","Winzer, M",24.7,11.9,53.4,4.2,860
"09271123","Grattersdorf",47.4,7.5,43.5,3.1,1520
"09271126","Hunding",59.3,8.3,30.5,4,1051
"09271130","Lalling",64.1,7.4,27.1,3.3,1329
"09271148","Schaufling",53.3,9.6,34.7,3.7,1543
"09271139","Oberpöring",12.8,8.7,69.7,3.5,1269
"09271143","Otzing",7.8,9.5,79.6,4.7,1447
"09271152","Wallerfing",12,9.8,77.1,3.8,1588
"09271118","Buchhofen",1.7,8.8,88.1,3,1546
"09271135","Moos",18.5,9.5,64.7,3.8,1315
"09271114","Außernzell",34.4,9,53.5,3,1477
"09271149","Schöllnach, M",39.9,10.7,45.4,3.4,882
"09272118","Freyung, St",49.2,13.1,32.9,4.7,887
"09272120","Grafenau, St",41.7,13.5,40.8,5,1046
"09272121","Grainet",55.4,7.8,33.7,3.2,1134
"09272122","Haidmühle",51.6,9.7,30.2,3.5,1547
"09272127","Hohenau",48.7,8.9,37.8,3.9,1164
"09272129","Jandelsbrunn",32.8,12,52.3,4.3,1538
"09272134","Mauth",56.9,9.8,28.4,3.8,1294
"09272136","Neureichenau",34.9,12.7,48.2,4.1,1327
"09272140","Ringelai",46.2,11.2,38.7,4.3,975
"09272141","Röhrnbach, M",30.5,13.5,51,5.7,1274
"09272142","Saldenburg",66.7,8.7,20,3.9,1196
"09272143","Sankt Oswald-Riedlhütte",74.4,7.7,13,2.4,1075
"09272146","Neuschönau",69.3,10.2,18.2,3.1,1272
"09272149","Spiegelau",77.2,8.5,11.9,3.1,1032
"09272151","Waldkirchen, St",41.9,13.1,40.4,5,982
"09272116","Eppenschlag",44.8,9.2,42.7,4.2,1679
"09272128","Innernzell",42.2,10,42.8,4.3,1430
"09272145","Schöfweg",58.1,8.5,28.8,3.7,1241
"09272147","Schönberg, M",40.9,12.5,40.1,5,1073
"09272126","Hinterschmiding",43.1,10.9,42,4.1,944
"09272139","Philippsreut",57.6,12,21.2,4.8,1943
"09272150","Thurmansbang",58.9,10.4,27.3,4.8,1410
"09272152","Zenting",58,7.6,30,3.1,1479
"09272119","Fürsteneck",36.8,10.4,47.8,4.1,1273
"09272138","Perlesreut, M",32.2,11.3,51.1,4.5,1145
"09272451","Annathaler Wald",94.8,4.1,0.1,2.9,0
"09272452","Frauenberger u. Duschlberger Wald",97.2,2.1,0.1,2.1,0
"09272453","Graineter Wald",98,1.7,0,1.6,0
"09272455","Leopoldsreuter Wald",96.7,1.6,0.4,1.6,0
"09272456","Mauther Forst",98.1,1,0,1,0
"09272457","Philippsreuter Wald",96.9,1.6,0.4,1.6,0
"09272458","Pleckensteiner Wald",97.3,2.2,0,2.2,0
"09272459","Sankt Oswald",98.3,1.4,0,1.4,0
"09272460","Schlichtenberger Wald",96.9,1.7,0.8,1.7,0
"09272461","Schönbrunner Wald",98.4,0.9,0,0.9,0
"09272463","Waldhäuserwald",97.7,1.2,0,1.2,0
"09273111","Abensberg, St",28.6,14.3,53.4,5,617
"09273116","Bad Abbach, M",27.7,14.1,50.5,6,626
"09273137","Kelheim, St",42.5,14.3,36.8,5.5,652
"09273147","Mainburg, St",23.5,16,55.6,5.1,649
"09273152","Neustadt a.d.Donau, St",16.2,17.1,57.6,5.2,1096
"09273159","Painten, M",68.9,6.1,22.8,2.4,988
"09273164","Riedenburg, St",50.6,8,35.5,4.3,1319
"09273165","Rohr i.NB, M",22.3,9.7,65.6,4.8,1565
"09273121","Essing, M",70,6.8,16.6,3.8,1085
"09273133","Ihrlerstein",68.2,10.8,19.1,3.4,583
"09273166","Saal a.d.Donau",34.2,11.2,48.3,5.2,915
"09273175","Teugn",37,10.5,50.6,2.9,1068
"09273125","Hausen",32.4,9.9,54.5,5.1,1577
"09273127","Herrngiersdorf",22.9,8.4,65.7,3.6,1624
"09273141","Langquaid, M",30.4,10.4,55.3,4.8,1018
"09273119","Biburg",12.9,12.2,71,5.3,1341
"09273139","Kirchdorf",19.2,10.2,66.3,5,1811
"09273172","Siegenburg, M",24.1,13.3,53.1,6.3,918
"09273177","Train",21.5,16.7,56.4,6.6,896
"09273181","Wildenberg",36.1,9.4,50.4,4,1227
"09273113","Aiglsbach",39.6,7.6,48.7,4.2,1659
"09273115","Attenhofen",27.5,6.3,64.3,2.9,1490
"09273163","Elsendorf",27.5,9.7,59.4,4.9,1466
"09273178","Volkenschwand",20,9,68.3,3.4,1492
"09273451","Dürnbucher Forst",96.7,2.2,0,2.2,0
"09273452","Frauenforst",97.3,1.9,0.6,1.9,0
"09273453","Hacklberg",99.1,0.5,0.4,0.5,0
"09273454","Hienheimer Forst",97.4,2,0.4,2,0
"09274111","Adlkofen",23.5,10.2,64.3,4,1108
"09274113","Altdorf, M",28.5,23.1,44.5,8.5,475
"09274120","Bodenkirchen",20.3,11,66.9,4.7,1276
"09274121","Buch a.Erlbach",19.5,11.5,65.6,3.5,769
"09274124","Eching",26,13,51,5,943
"09274126","Ergolding, M",26.3,19.8,50,7,580
"09274128","Essenbach, M",19.7,13.1,59,5.6,913
"09274134","Geisenhausen, M",21.6,10.3,65.9,3.9,872
"09274141","Hohenthann",24.5,8.3,65.1,3.9,1345
"09274146","Kumhausen",23.5,11.2,62.1,4.5,762
"09274153","Neufahrn i.NB",21.8,12.7,61.9,5.4,1160
"09274156","Niederaichbach",27,11.7,54.2,4.2,990
"09274172","Pfeffenhausen, M",27.3,9,61,3.7,1258
"09274176","Rottenburg a.d.Laaber, St",25.8,10.1,61.2,4,1082
"09274182","Tiefenbach",19.1,13.5,62.7,4.2,862
"09274184","Vilsbiburg, St",15.4,14.1,67.5,4.6,794
"09274185","Vilsheim",10.5,11.3,75.5,4.1,945
"09274194","Bruckberg",30.7,10.9,53.6,4,1004
"09274119","Bayerbach b.Ergoldsbach",22.7,9.6,64.4,3.6,1266
"09274127","Ergoldsbach, M",27.2,12.3,57.8,5.1,864
"09274132","Furth",16.8,16.5,62,4.6,963
"09274165","Obersüßbach",14.2,9,75.1,3.9,1217
"09274187","Weihmichl",20.2,9.2,68.6,4.1,1175
"09274174","Postau",25.9,7.5,64.3,3.9,1607
"09274188","Weng",22.5,10.3,64,4.5,1114
"09274191","Wörth a.d.Isar",0.1,41.5,46.8,13.1,663
"09274112","Aham",28.6,8,61,3.4,1597
"09274135","Gerzen",19.7,11.1,66,4.1,1012
"09274145","Kröning",31.5,8.3,58.8,3.7,1590
"09274179","Schalkham",21.1,7.8,69.1,3.3,1890
"09274114","Altfraunhofen",17.6,9.6,70.8,2.9,953
"09274118","Baierbach",13.1,8,76.1,3.2,1718
"09274154","Neufraunhofen",16.6,9.6,71.7,3.7,1556
"09274183","Velden, M",12,11.9,72.9,4,893
"09274193","Wurmsham",13,8.4,76.6,3.1,1707
"09275111","Aicha vorm Wald",33.9,14.2,47.9,5.8,1219
"09275114","Aldersbach",19.8,11.9,63.6,3.9,1254
"09275116","Bad Füssing",19.9,13.3,56.8,4.5,956
"09275118","Breitenberg",25,10.3,62.9,4.3,1517
"09275119","Büchlberg",29.3,13,55.5,4.3,881
"09275120","Eging a.See, M",36.9,16.8,40.3,5.5,929
"09275121","Fürstenstein",42.7,16.7,34.3,5.6,939
"09275122","Fürstenzell, M",26.8,11.8,58.7,3.8,1152
"09275124","Bad Griesbach i.Rottal, St",21.9,13.6,62.3,4.6,1052
"09275125","Haarbach",29,11.3,58.2,2.9,2085
"09275126","Hauzenberg, St",46.7,13.6,37.2,5,960
"09275127","Hofkirchen, M",31.2,12.6,50.6,4.9,1109
"09275128","Hutthurm, M",29.4,16.4,50.9,6.7,988
"09275130","Kirchham",10.6,15.2,70.3,4.5,1165
"09275131","Kößlarn, M",37.3,7.9,53.4,2.9,1028
"09275133","Neuburg a.Inn",42.9,12.4,41.4,5.2,1191
"09275134","Neuhaus a.Inn",8.7,13.5,65.4,6.1,1235
"09275135","Neukirchen vorm Wald",28.4,15.4,54.2,7.5,1289
"09275137","Obernzell, M",42,16.6,31.8,6.8,803
"09275138","Ortenburg, M",18.8,13.5,63.1,4.6,1103
"09275141","Pocking, St",6.4,16.3,71,4.7,699
"09275144","Ruderting",28.7,18.4,49.8,6.8,753
"09275145","Ruhstorf a.d.Rott, M",8,14,74.5,5.1,1012
"09275146","Salzweg",35.1,14.2,46.6,4.4,659
"09275148","Sonnen",38,11.4,47.8,4.7,1343
"09275149","Tettenweis",6.7,9.1,80.5,4,1478
"09275150","Thyrnau",36.6,14.1,46,4.5,1129
"09275151","Tiefenbach",35.2,13.7,47.6,5.6,1004
"09275153","Untergriesbach, M",46.8,9.9,40.7,4.4,1193
"09275154","Vilshofen an der Donau, St",24.7,16.5,50.8,5.4,849
"09275156","Wegscheid, M",46,9.5,42.9,4.4,1382
"09275159","Windorf, M",32.8,11,52,5.3,1272
"09275152","Tittling, M",31.1,19.4,45.4,6.3,950
"09275160","Witzmannsberg",31.3,10.6,56,4.4,1325
"09275112","Aidenbach, M",22,12.7,63.1,3.5,724
"09275117","Beutelsbach",17,9.1,71.9,3.8,1582
"09275132","Malching",17.8,8.5,66.1,4.2,1681
"09275143","Rotthalmünster, M",9.7,13.7,74.1,3.7,1224
"09276113","Arnbruck",66.4,6.7,24.7,2.7,1302
"09276115","Bayerisch Eisenstein",89.8,6.7,1.6,3.5,3152
"09276116","Bischofsmais",63.5,8.1,25.3,3,1185
"09276117","Bodenmais, M",81,8.3,8.4,3.5,1053
"09276118","Böbrach",70.7,6.9,20.2,3.3,1161
"09276120","Drachselsried",72.5,7.5,17.8,2.9,1281
"09276121","Frauenau",83.6,5.1,7.6,2.5,1149
"09276122","Geiersthal",51.7,11.9,32.4,4.9,1194
"09276126","Kirchberg i.Wald",42.4,9.1,45.9,3.3,1021
"09276127","Kirchdorf i.Wald",53.7,7.6,35.9,3.2,1100
"09276128","Kollnburg",47.5,7.7,42,3.1,1660
"09276129","Langdorf",72.9,7,17.6,3.6,1328
"09276130","Lindberg",89.3,3.7,4.6,1.6,1760
"09276134","Patersdorf",42.5,11.1,41.2,4.2,1078
"09276135","Prackenbach",50.5,8.3,38,3,1211
"09276138","Regen, St",42.9,14.1,38.2,5.1,835
"09276139","Rinchnach",51.5,8,38.1,3.3,1053
"09276143","Teisnach, M",54.7,10.7,30,3.8,929
"09276144","Viechtach, St",51.5,11.9,31,3.9,891
"09276148","Zwiesel, St",59.1,15.7,20.6,5.5,693
"09276111","Achslach",71.1,5.7,21,2.6,1834
"09276123","Gotteszell",57.1,10.5,29.2,3.2,799
"09276142","Ruhmannsfelden, M",18.6,22.2,52.1,6,628
"09276146","Zachenberg",46.4,9.5,41.3,4,1252
"09277111","Arnstorf, M",28.2,8.9,61.1,3.3,1006
"09277114","Dietersburg",30.7,9.3,58.2,3.6,1625
"09277116","Eggenfelden, St",20.3,19.7,56.4,6.4,631
"09277117","Egglham",20.9,8.5,68.5,3,1327
"09277121","Gangkofen, M",21.8,9.1,67.4,4.1,1519
"09277124","Hebertsfelden",18.8,10.3,68,3.4,1408
"09277126","Johanniskirchen",32.9,8.3,56.7,3,1343
"09277127","Julbach",37.1,17.3,42.9,5.8,819
"09277128","Kirchdorf a.Inn",33.6,14.8,37.4,6,868
"09277134","Mitterskirchen",23.4,9.5,64.7,3.9,1084
"09277138","Pfarrkirchen, St",25.9,17.3,53.2,5.4,701
"09277139","Postmünster",20.1,9.4,66.3,3.9,1723
"09277142","Roßbach",27.1,8.8,60.9,3.5,1438
"09277144","Schönau",34.2,8.4,55.6,3.3,1551
"09277145","Simbach a.Inn, St",36.1,13.8,45.1,4.2,656
"09277149","Triftern, M",26.6,9.8,61.4,3.9,1174
"09277151","Unterdietfurt",19.9,9.9,67.9,4,1302
"09277152","Wittibreut",26.6,7.4,64.3,2.7,1421
"09277153","Wurmannsquick, M",20.3,9.1,69.1,3.5,1274
"09277154","Zeilarn",24.5,10.3,61.6,3.3,1366
"09277119","Falkenberg",22.7,10.2,64.9,4.5,1779
"09277131","Malgersdorf",22.7,14.6,60.4,5.1,1359
"09277141","Rimbach",21.9,8.4,68.4,4,2109
"09277122","Geratskirchen",16.5,8.2,74.1,2.9,1240
"09277133","Massing, M",15.6,11.3,70.7,3.7,1006
"09277112","Bayerbach",10.3,12.1,73.6,3.7,1392
"09277113","Bad Birnbach, M",30.3,11,55.5,3.9,1295
"09277140","Reut",27.1,8,62.8,3,1462
"09277148","Tann, M",22.1,9.8,66.2,3.2,931
"09277118","Ering",29.8,7.3,53.1,3,1608
"09277147","Stubenberg",27.7,8.9,58.3,2.8,1145
"09278118","Bogen, St",16.9,18.5,58,6.5,902
"09278121","Feldkirchen",1.1,13.1,82.9,3.7,1489
"09278123","Geiselhöring, St",24.6,8.3,64.7,3.8,1216
"09278129","Haibach",47.8,9.7,39.7,4.4,1525
"09278141","Kirchroth",14.1,12.1,56.3,5.8,1359
"09278143","Konzell",38.4,11.2,46.3,4.8,1671
"09278144","Laberweinting",31.8,7.7,58.3,3.7,1726
"09278146","Leiblfing",21.5,8.3,67.5,3.9,1557
"09278148","Mallersdorf-Pfaffenberg, M",25.5,10.8,60.9,4.6,1119
"09278167","Oberschneiding",10.7,8.1,79.5,4.1,1583
"09278170","Parkstetten",3.1,14.1,57,5.5,851
"09278178","Rattenberg",44.1,9.4,42.9,4.2,1644
"09278184","Sankt Englmar",69.6,7.9,19.7,3.3,1555
"09278190","Steinach",30.3,16.2,47.2,7.7,1176
"09278197","Wiesenfelden",50.1,7.3,39.6,3.6,1527
"09278147","Loitzendorf",32.1,10.3,54.7,5.7,2052
"09278179","Rattiszell",30.3,10.9,55.1,5,1618
"09278189","Stallwang",27.1,12.4,57.3,6.3,1846
"09278116","Ascha",37.4,11.5,47.1,5.5,1363
"09278120","Falkenfels",48.5,10.6,37.9,3.5,1176
"09278134","Haselbach",33,10.6,52.7,3.7,1032
"09278151","Mitterfels, M",37.1,13.8,46,4,694
"09278139","Hunderdorf",24.1,14.4,57.3,5.2,972
"09278154","Neukirchen",43.5,9.9,43.6,4.2,1398
"09278198","Windberg",33.1,12.3,49.5,4.9,859
"09278112","Aholfing",5.6,8.6,75.4,3.8,984
"09278117","Atting",1.8,14.5,70.5,7.3,1263
"09278172","Perkam",11.7,12.7,70.3,5.3,1165
"09278177","Rain",19.1,14.6,59.5,5.5,725
"09278149","Mariaposching",8.9,8.6,64.8,3.3,1182
"09278159","Niederwinkling",7.1,13,70.4,4.8,1186
"09278171","Perasdorf",50.1,7,39.6,3.4,2073
"09278187","Schwarzach, M",44.2,8.9,43.6,3,1044
"09278113","Aiterhofen",5.3,12.3,76.7,4.8,1568
"09278182","Salching",3.3,12.1,81.8,3.8,1011
"09278140","Irlbach",29.1,8.5,53.7,3.3,1184
"09278192","Straßkirchen",3.6,11.9,82.3,4,1404
"09279112","Dingolfing, St",16,29,47,7.3,639
"09279113","Eichendorf, M",18.5,9.6,67.7,3.8,1426
"09279115","Frontenhausen, M",26.6,12.1,57.7,4.5,784
"09279122","Landau a.d.Isar, St",15.4,14.1,63.1,5.1,880
"09279124","Loiching",25.7,11,59.2,4.5,1189
"09279126","Marklkofen",25.8,12,55.6,4.4,1323
"09279127","Mengkofen",27.5,9.3,61.2,3.7,1309
"09279128","Moosthenning",21.3,9,65.8,4,1292
"09279130","Niederviehbach",28.1,10.4,53.8,4.5,1171
"09279132","Pilsting, M",13.3,12.2,67.9,5.6,1302
"09279134","Reisbach, M",29.4,10.6,56.5,4.5,1287
"09279135","Simbach, M",26.5,10,60.5,4.1,1268
"09279137","Wallersdorf, M",3.9,12.2,79.2,5,1243
"09279116","Gottfrieding",25.6,10.6,56.5,5.3,1269
"09279125","Mamming",21.2,10.6,56.6,4.3,1365
"09361000","Amberg",20.1,35.3,38.9,9.2,420
"09362000","Regensburg",5.1,56.5,27.9,13.6,298
"09363000","Weiden i.d.OPf.",30.6,29.6,34.3,8.8,489
"09371111","Ammerthal",39,16,42.2,4.6,624
"09371113","Auerbach i.d.OPf., St",44.8,10.2,39.6,4.4,905
"09371118","Ebermannsdorf",62.8,9,23.9,5.7,1678
"09371119","Edelsfeld",35.3,9.3,52.9,5.1,1665
"09371120","Ensdorf",58.6,5.9,32.2,3.5,1615
"09371121","Freihung, M",47.3,8.6,38,4.3,1610
"09371122","Freudenberg",49.1,7.2,39.7,4.1,1434
"09371127","Hirschau, St",44.6,9.4,39.7,4.3,1252
"09371129","Hohenburg, M",50.3,7.1,37.9,3.7,1923
"09371132","Kastl, M",48.6,6.8,41.2,4.1,1761
"09371136","Kümmersbruck",48.2,15.1,32.3,5.8,724
"09371144","Poppenricht",19.8,18.4,57.9,7.1,630
"09371146","Rieden, M",50.4,9.3,35.8,4.2,1124
"09371148","Schmidmühlen, M",37.4,11.5,46.6,4.5,1250
"09371150","Schnaittenbach, St",59.3,8,27.7,3.9,1195
"09371151","Sulzbach-Rosenberg, St",42.1,21.9,32.7,6.6,600
"09371154","Ursensollen",44.2,8.4,45.3,4.7,1698
"09371156","Vilseck, St",35.7,15.9,42.9,5.5,1629
"09371123","Gebenbach",28.4,9.8,57.1,5.6,1990
"09371126","Hahnbach, M",33.4,10.5,51.5,5.2,1448
"09371128","Hirschbach",56.4,6.1,34.7,3,1604
"09371135","Königstein, M",51.4,7,39.1,3.9,1441
"09371140","Etzelwang",51.4,8.1,37.3,4.1,1257
"09371141","Neukirchen b.Sulzbach-Rosenberg",46.6,8.2,43.6,4.6,1488
"09371157","Weigendorf",46.8,10.7,37.8,5.3,1098
"09371116","Birgland",48.1,7.4,41.9,4.8,2587
"09371131","Illschwang",51,8.3,38.5,5.4,2276
"09371452","Eichen",95.5,3.9,0.2,3.9,0
"09372112","Arnschwang",28.9,11.4,55.9,5.7,1610
"09372113","Arrach",67.7,9.2,19.8,3.4,1085
"09372115","Blaibach",44.5,11.5,37,4.1,995
"09372116","Cham, St",16.5,19.1,57,6.6,909
"09372117","Chamerau",49.4,11.8,34.2,4.7,1064
"09372124","Eschlkam, M",33.2,8,56.7,3.5,1441
"09372126","Furth im Wald, St",31,15,49.6,5.3,1108
"09372130","Grafenwiesen",42.7,14.4,36.4,4.8,975
"09372135","Hohenwarth",65.5,9.1,22.3,3.7,1149
"09372137","Bad Kötzting, St",49.7,11.6,35.6,3.5,964
"09372138","Lam, M",70.4,8.6,18.3,3.2,1078
"09372143","Miltach",44.9,10.2,40,3.6,1117
"09372144","Neukirchen b.Hl.Blut, M",48.7,8.1,40.9,3.5,1319
"09372146","Pemfling",32.6,8.7,54.2,4.4,1738
"09372151","Rimbach",62.7,9.2,26,4.1,1249
"09372153","Roding, St",50.5,11.1,32.9,4.7,1096
"09372154","Rötz, St",35.1,9.4,52.3,4.2,1851
"09372155","Runding",20.5,13.6,58.2,4.7,1236
"09372157","Schönthal",33.8,8.2,54.6,4.3,1857
"09372158","Schorndorf",32.9,9.3,54.7,4.1,1297
"09372164","Traitsching",35.1,11.9,49.5,5.1,1283
"09372168","Waffenbrunn",51.1,8.6,35.1,3.9,1069
"09372171","Waldmünchen, St",50.3,9,37.4,3.8,1370
"09372175","Willmering",43.1,18.5,36.2,6.4,964
"09372177","Zandt",28.3,10.7,58.2,3.7,1160
"09372178","Lohberg",85.2,4.2,8.7,1.8,1340
"09372163","Tiefenbach",45.4,7.1,43.2,3.2,1699
"09372165","Treffelstein",34.4,8.4,52.9,3.8,1862
"09372147","Pösing",27.7,12.6,53.1,4.6,1176
"09372161","Stamsried, M",32.8,8.4,56.4,4.2,1623
"09372128","Gleißenberg",67.5,7.4,23.3,3.4,1250
"09372174","Weiding",32,12,52.8,5.2,1356
"09372149","Reichenbach",47.3,10.4,37.1,4.1,829
"09372170","Walderbach",48.1,9.2,36.9,4.4,1432
